,handle,created_at,tweet_text
1607,RepSamGraves,2022-11-23T23:00:02.000Z,"This isn’t just a problem for the holidays, it’s an everyday problem for far too many families. 

We have to get rising prices under control. 

Step one is stopping President Biden’s reckless spending that’s driving inflation. https://t.co/huJOkgYQa3"
1608,RepSamGraves,2022-11-23T20:00:00.000Z,"This will be the most expensive Thanksgiving in 40 years.

Turkey is UP 21%
Pumpkin Pie is UP 18%
Stuffing is UP 69%
Dinner Rolls are UP 22%

The cost of everything has skyrocketed and prices keep going up.

We have to stop Biden's reckless spending that's fueling inflation."
1609,RepSamGraves,2022-11-23T16:03:17.000Z,We need to stop President Biden’s reckless spending that’s driving inflation and rising prices. https://t.co/dfV3CuWXvQ
1620,RepMarkGreen,2022-12-07T03:35:10.000Z,A huge victory for our servicemembers! I’m happy to announce the military vaccine requirement has been repealed as a part of FY23’s #NDAA!
1621,RepMarkGreen,2022-12-07T00:06:04.000Z,"As one of the few on @HouseForeign who has been to combat, I had to account for every single piece of ammunition and equipment. If something got lost, people were held accountable. 

There's no reason why having accounting &amp; transparency regarding Ukraine aid is a bad thing. https://t.co/FZjuP1SyeC"
1622,RepMarkGreen,2022-12-06T13:40:39.000Z,Our national security is the priority over politics. More on @HouseGOP's efforts to end the military vaccine mandate with @997WTN: https://t.co/5lWQKoXeIJ
1623,RepMarkGreen,2022-12-06T13:11:30.000Z,RT @DanMandisShow: @RepMarkGreen on vaccine mandates for the military and more on @997wtn right now on Nashville's Morning News
1624,RepMarkGreen,2022-12-06T13:00:08.000Z,"Tennesseans are being crushed with higher costs for everything. If President Biden cared to fix it, he wouldn’t sit on 4,400 drilling requests that would ease the diesel and supply chain crisis."
1625,RepMarkGreen,2022-12-05T22:54:38.000Z,.@HouseGOP is about to learn the truth about #BigTech censorship. 29 days.
1626,RepMarkGreen,2022-12-05T22:24:43.000Z,Hunter Biden better be clearing his schedule for 2023—he’ll be making a few trips to @GOPOversight.
1627,RepMarkGreen,2022-12-05T21:52:41.000Z,"What’s happening in China further solidifies the fact that we must end our dependence on Chinese manufacturing. President Biden may not feel that way, but @HouseGOP sure does."
1628,RepMarkGreen,2022-12-05T21:21:45.000Z,FACT → #Bidenflation has stolen $2.1 trillion in Americans’ retirement savings.
1629,RepMarkGreen,2022-12-05T20:50:07.000Z,"Crushing inflation + a border in crisis + anti-energy = anything but proud.

https://t.co/6tR7lHChme"
1630,RepMTG,2022-12-07T02:38:36.000Z,"“The gentlelady from Georgia, Ms. Greene, has every right to know where $90 million, her district’s share, went and it’s a good question.”

Thank you to @RepPfluger for supporting my call for transparency for American taxpayers on Ukrainian funding. https://t.co/3TE8IXky3O https://t.co/dnlk9c1wcH"
1631,RepMTG,2022-12-07T01:13:32.000Z,"“The era of writing blank checks… is over.”

Thank you @RepMcCaul for supporting my resolution on transparency for American taxpayer dollars sent to Ukraine. https://t.co/oKumPO2wTe https://t.co/LsbcDhOjec"
1632,RepMTG,2022-12-07T00:09:58.000Z,RT @greg_price11: MTG's resolution failed with all Democrats voting against providing transparency into how nearly $100 billion of our mone…
1633,RepMTG,2022-12-06T23:56:21.000Z,"It’s official the Democrats have voted NO to transparency for the American people for an Audit for Ukraine.

But we take over in January!

This audit will happen! https://t.co/5GYy3gzgbT"
1634,RepMTG,2022-12-06T23:47:26.000Z,".@RepPfluger says the audit of Ukraine doesn’t slow down Ukrainian forces, it asks OUR Government to show OUR people where they spending OUR money.

August said the disrespect against me was wrong and that my district and his deserves to know how our money is going. https://t.co/5GYy3gid9T"
1635,RepMTG,2022-12-06T23:43:06.000Z,"Democrats on the Foreign Affairs committee refuse to support an Audit of Ukraine because they are blinded by hate for me and made the resolution purely political.

Pathetic. https://t.co/5GYy3gzgbT"
1636,RepMTG,2022-12-06T23:39:11.000Z,".@RepAndyBarr agrees that we must audit Ukraine.

Barr says an accounting is needed to prove if the strategy is working. https://t.co/5GYy3gzgbT"
1637,RepMTG,2022-12-06T23:35:12.000Z,".@RepMarkGreen informs the committee that in war every soldier is actually responsible to track every weapon and where it goes &amp; an audit is good.

Mark reminds the committee that Dems supported legislation by Ilhan Omar, a real antisemitic, while they hypocritically attack me! https://t.co/5GYy3ghFkl"
1638,RepMTG,2022-12-06T23:30:04.000Z,".@RepMalinowski says that American’s hard earned tax dollars going to Ukraine isn’t being spent in the Caribbean.

BUT HOW DO WE KNOW IF THERE IS NO AUDIT???

Malinowski says an audit would be cumbersome for the government bureaucrats who are paid by the American people. https://t.co/5GYy3ghFkl"
1639,RepMTG,2022-12-06T23:24:53.000Z,".@RepScottPerry calls out Connolly and points out the invasion at our southern border and how Americans can hardly pay bills but Connolly says transparency for Ukraine comes later.

The American people can face an IRS audit but Democrats say Zelensky can’t. https://t.co/5GYy3gzgbT"
1640,RepMGriffith,2022-12-06T15:25:06.000Z,ICYMI: https://t.co/g0yLXQ9T4X
1641,RepMGriffith,2022-12-05T14:21:50.000Z,Congressman Griffith's Weekly E-Newsletter 12.2.22 Topic: Return to the Basics https://t.co/ZEnGBvoS1y
1642,RepMGriffith,2022-12-02T16:19:05.000Z,This morning I met with Jobs for Virginia Graduates representatives from Carroll County to discuss their program and legislative priorities. https://t.co/25XcTWpvSq
1643,RepMGriffith,2022-12-01T16:54:16.000Z,"Victoria Price and Jade Turpin of Floyd County High School earned second place with Invased States, and Milo Tao-Lin of Blacksburg Middle School earned third place with Star of the Day."
1644,RepMGriffith,2022-12-01T16:54:16.000Z,"Congratulations to the winners of the Congressional App Competition in the Ninth District!

Ian Rhudy of Tazewell High School won first place. His app is entitled Launch Log. https://t.co/79F8XxLxLF"
1645,RepMGriffith,2022-11-29T18:16:49.000Z,I enjoyed speaking with the seventh grade civics students of Fieldale-Collinsville Middle School yesterday morning. https://t.co/BChprSpaOk
1646,RepMGriffith,2022-11-29T03:56:45.000Z,"He was an honorable and passionate statesman and colleague. I offer my condolences to his family, staff, and constituents."
1647,RepMGriffith,2022-11-29T03:56:44.000Z,"I am deeply saddened by the passing of my friend, Congressman Don McEachin. I had the pleasure of serving with Don in the Virginia House of Delegates and in the United States Congress, where we worked together on the Energy and Commerce Committee. https://t.co/ekGQrCFBBM"
1648,RepMGriffith,2022-11-24T13:00:01.000Z,I wish you and your family a happy Thanksgiving. https://t.co/4YCVSfO3FP
1649,RepMGriffith,2022-11-22T21:26:07.000Z,"In Abingdon this afternoon before several constituent meetings in my district office, I enjoyed participating in the 16th annual Celebrity Bagging event hosted by Food City and the United Way of Southwest Virginia. https://t.co/rtjdCppjxO"
1660,RepGrothman,2022-12-06T21:18:51.000Z,Thanks to the @WIHospitalAssn for meeting with me today in #DC to discuss improving healthcare in Wisconsin. https://t.co/hxDjtt2T3J
1661,RepGrothman,2022-12-06T18:49:07.000Z,"On his first day in office, @POTUS cancelled the Keystone XL pipeline project and then stalled the sale of new oil and gas leases on federal lands.

Now, gas and heating prices are skyrocketing. Americans deserve answers on Biden's failure to restore America's energy security. https://t.co/VklUPA1Cxj"
1662,RepGrothman,2022-12-06T15:38:48.000Z,"TikTok collects sensitive information on countless Americans nationwide — and is controlled by the Chinese Communist Party.

If @GovEvers is serious about protecting the personal data of Wisconsinites, he should restrict the use of TikTok on #WI government devices. https://t.co/hQDjfyj49Q"
1663,RepGrothman,2022-12-02T19:54:08.000Z,"We are not getting the pro-American energy policies from the White House that we need. The result? The most expensive heating bills since the 1990s.

@POTUS must unlock the U.S. energy sector to bring costs down for American families. 

https://t.co/uVLGaAt156"
1664,RepGrothman,2022-12-01T18:40:26.000Z,It was a pleasure joining residents of #WI06 from the @citizensclimate to discuss the importance of preserving and improving Wisconsin’s beautiful natural environment. https://t.co/7suGQ9r1tl
1665,RepGrothman,2022-12-01T14:50:49.000Z,"As a result of Washington's fixation on reckless spending, the American people are feeling the subsequent inflation and suffering from price increases.

Heading into the holidays, this means that many Americans are sacrificing gifts for family and friends.
https://t.co/Bk37r9Uzpw"
1666,RepGrothman,2022-11-30T19:30:07.000Z,It was exciting to see all the amazing work Plexus Corp. is doing in #Neenah to provide manufacturing expertise and complex product solutions on a global scale. Companies like this are essential in strengthening our supply chain and #WI’s economy. https://t.co/Fe33PEiVBC
1667,RepGrothman,2022-11-30T16:53:01.000Z,"The nonpartisan @BudgetHawks estimates the pause on student loan payments costs over $5 billion per month, which will add to inflation and increase economic hardship.

Why should taxpayers, particularly those who opted not to attend four-year university, be stuck with this tab? https://t.co/GQtH93jkRU"
1668,RepGrothman,2022-11-30T15:11:28.000Z,I had a wonderful time visiting the Grande Cheese Company to see the fantastic products they are making in #Brownsville that contribute to #WI’s world-famous dairy industry! #WI06 https://t.co/g7467axQAf
1669,RepGrothman,2022-11-29T21:07:32.000Z,It was great meeting with the Sheboygan County Superintendent at a roundtable at @lakeshoretech in #Sheboygan about working together to promote success for students across #WI06! https://t.co/koTVqE6AyR
1670,RepMichaelGuest,2022-12-05T20:29:05.000Z,President Biden must end his war on American energy. We can be energy independent again. https://t.co/zNXUJFLXIq
1671,RepMichaelGuest,2022-12-05T17:24:58.000Z,"For 20 straight months, law enforcement agents have encountered over 150,000 migrants on the southern border. 

That’s 20 months of the Biden Administration ignoring the border crisis."
1672,RepMichaelGuest,2022-12-03T14:30:01.000Z,"A recap on how the Biden Admin created a border crisis:

❌Paused deportations for illegal immigrants
❌Ended successful policies that address illegal immigration
❌Signaled that our border is open
❌Ignored the crisis for almost two years

President Biden must own the crisis."
1673,RepMichaelGuest,2022-12-02T19:30:00.000Z,"Americans just had to pay for one of the most expensive Thanksgivings in history. Now, many families are having to cut back so they can afford Christmas.

In the new majority, Republicans will work to make the holidays affordable again.

This is our #CommitmentToAmerica."
1674,RepMichaelGuest,2022-12-02T17:16:59.000Z,President Biden’s inflation crisis is going to make traveling for Christmas unaffordable for many Americans. The American people deserve fiscal responsibility and the ability to afford to travel to see their families for Christmas. https://t.co/9ow67GJBnc
1675,RepMichaelGuest,2022-11-30T20:36:39.000Z,"The Biden Administration will have to answer for the border crisis it created. In the majority, Republicans will work to restore accountability. https://t.co/mKfWsVCKff"
1676,RepMichaelGuest,2022-11-29T22:06:53.000Z,RT @HouseGOP: USA!!!!🇺🇸🇺🇸🇺🇸🇺🇸
1677,RepMichaelGuest,2022-11-29T22:06:20.000Z,Congratulations to the @USMNT on advancing to the #Roundof16 at the #WorldCup. https://t.co/EXV9TQRj0K
1678,RepMichaelGuest,2022-11-29T18:24:55.000Z,"RT @MSEMA: ⚠️SEVERE WX FOR TODAY (11/29)⚠️

The NWS updated the risk map for today's wx. Storms, hail, damaging winds, and tornadoes are al…"
1679,RepMichaelGuest,2022-11-29T18:24:53.000Z,"RT @MSEMA: While we post severe weather alerts on social media, it should not be your sole source for receiving emergency weather alerts, l…"
1680,RepGuthrie,2022-12-06T23:25:33.000Z,I respect @repandybarr for tirelessly working to invest in research on valvular heart disease through the CAROL Act to prevent other families from facing the same tragedy his family did. I’m happy this bill in honor of Carol Barr passed the House and is headed to POTUS's desk. https://t.co/bEOvmGrOue
1681,RepGuthrie,2022-12-05T15:01:50.000Z,Statement: https://t.co/UaC9YPMhHY
1682,RepGuthrie,2022-12-05T15:01:06.000Z,"Rep. Walorski worked to make a positive difference in Americans’ lives, &amp; her legacy bill would do so as well by supporting the well-being of new mothers &amp; their children. I was proud to recently vote for the Jackie Walorski Maternal and Child Home Visiting Reauthorization Act."
